date,plot,ammonia_ppm,nitrate_ppm,gwc_g_g,extraction_wt_g,year,treatment,ammonia_mg_per_kg,nitrate_mg_per_kg
2024-06-07,13,0.0123630383545654,1.50942994119869,0.155145929339478,5.03,2024,Sorghum + Rye,0.07273032684639506,8.879802021691193
2024-06-07,14,0.061191712200556,1.57019841193748,0.148854961832061,4.98,2024,Soy,0.3609106514971471,9.261079833405814
2024-06-07,15,0.0620379444329826,1.94696293051797,0.172386895475819,5,2024,Sorghum,0.3748003994490278,11.76251874139509
2024-07-17,01,0.0941064174533587,1.62435224533604,0.201407211961302,5,2024,Soy,0.5892015233726261,10.170090875259243
2024-07-17,02,0.0890854741124218,1.03740583062448,0.122031122031122,5,2024,Sorghum,0.5073384509853872,5.90798749623363
2024-07-17,03,0.0890854741124218,0.333070132970616,0.09003984063745028,5.02,2024,Sorghum,0.4875518504401368,1.8228444230003065
2024-07-17,04,0.119211134158043,1.52373285995691,0.0694227769110763,5.05,2024,Corn,0.6341807158532493,8.105970996094205
2024-07-17,05,0.0915959457828903,0.685237981797549,0.0760784313725489,5,2024,Sorghum,0.49569113273847676,3.708312507605581
2024-07-17,06,0.0765331157600795,1.25541449894592,0.0901116427432218,5.01,2024,Corn,0.4197237740257421,6.884958311589721
2024-07-17,07,0.0715121724191426,0.836167059866235,0.08650793650793649,5.02,2024,Sorghum + Rye,0.38986251885645806,4.558527382353541
2024-07-17,08,0.0765331157600795,1.35603388432504,0.08695652173913061,5.04,2024,Soy,0.4157836504350503,7.3669641296948045
2024-07-17,09,0.0740226440896111,1.15479511356679,0.123152709359606,5.05,2024,Sorghum + Rye,0.41791625181307857,6.519729893593792
2024-07-17,10,0.0690017007486742,0.869706854992609,0.15138772077376,5.02,2024,Corn,0.40493636055467774,5.103873162386199
2024-07-17,11,0.0865750024419534,1.35603388432504,0.0476190476190477,5.03,2024,Soy,0.4518079153282857,7.076717587183359
2024-07-17,12,0.0664912290782057,0.567848698855238,0.0788643533123028,4.95,2024,Sorghum + Rye,0.36456551158487627,3.113464050385887
2024-07-17,13,0.0966168891238272,0.886476752555797,0.0587326120556414,5.03,2024,Sorghum + Rye,0.5101666459626166,4.680867658609921
2024-07-17,14,0.0715121724191426,1.62435224533604,0.0426829268292683,5,2024,Soy,0.373503066138197,8.483877969271038
2024-07-17,15,0.0715121724191426,1.95975019659978,0.054826254826254896,5.01,2024,Sorghum,0.3775466358247136,10.346449684767373
2024-11-26,01,0.168045021396171,0.756272617067294,0.11437908496732,4.97,2024,Soy,0.9544680731478968,4.295504035701142
2024-11-26,02,0.144735578797381,0.918814692708693,0.129111842105263,4.97,2024,Sorghum,0.8359812501905449,5.307000959172269
2024-11-26,03,0.118836198132058,0.723764201939013,0.101926163723917,5.02,2024,Sorghum,0.658981157018683,4.01348224446277
2024-11-26,04,0.188764525928429,0.707509994374873,0.0870253164556962,4.97,2024,Corn,1.0400285629441044,3.898140284034535
2024-11-26,05,0.199124278194557,0.609984748990034,0.074015748031496,4.97,2024,Sorghum,1.0816935341089369,3.3135917170426605
2024-11-26,06,0.173224897529235,0.886306277580413,0.113728675873274,5.02,2024,Corn,0.973374370795865,4.980276089507639
2024-11-26,07,0.214663906593751,1.04884835322181,0.0945512820512822,5.04,2024,Sorghum + Rye,1.1759927457727617,5.745903325698919
2024-11-26,08,0.144735578797381,0.577476333861754,0.103142626913779,4.96,2024,Soy,0.813411393970949,3.2454067867397245
2024-11-26,09,0.180994711728832,0.902560485144553,0.133553173948887,5,2024,Sorghum + Rye,1.0444652013657145,5.208400896671469
2024-11-26,10,0.180994711728832,0.918814692708693,0.282629107981221,5.03,2024,Corn,1.2539902469424693,6.365847114529827
2024-11-26,11,0.173224897529235,0.723764201939013,0.0671350507416082,5.04,2024,Soy,0.9210877570853676,3.848467252290778
2024-11-26,12,0.180994711728832,0.788781032195573,0.182525951557093,4.95,2024,Sorghum + Rye,1.1182186241169882,4.873234317877623
2024-11-26,13,0.165455083329639,0.642493164118314,0.061967467079783,4.98,2024,Sorghum + Rye,0.8854680181442697,3.4384386218563074
2024-11-26,14,0.170634959462703,0.577476333861754,0.160744500846024,4.95,2024,Soy,1.0268538310774837,3.475160000328861
2024-11-26,15,0.10847644586593,0.366171635527934,0.178756476683938,4.99,2024,Sorghum,0.6617637183554648,2.2338407305744385
